year,state,subject,num_dissertations
1984.0,District of Columbia,35—Partial differential equations,1
1984.0,Florida,19—K-theory,1
1984.0,Florida,60—Probability theory and stochastic processes,1
1984.0,Florida,62—Statistics,4
1984.0,Florida,76—Fluid mechanics,1
1984.0,Florida,"91—Game theory, economics, social and behavioral sciences",1
1984.0,Florida,93—Systems theory; control,2
1984.0,Georgia,14—Algebraic geometry,1
1984.0,Georgia,47—Operator theory,1
1984.0,Georgia,"91—Game theory, economics, social and behavioral sciences",1
1984.0,Georgia,92—Biology and other natural sciences,1
1984.0,Illinois,03—Mathematical logic and foundations,1
1984.0,Illinois,05—Combinatorics,1
1984.0,Illinois,13—Commutative rings and algebras,1
1984.0,Illinois,14—Algebraic geometry,1
1984.0,Illinois,20—Group theory and generalizations,1
1984.0,Illinois,62—Statistics,4
1984.0,Illinois,68—Computer science,6
1984.0,Illinois,74—Mechanics of deformable solids,2
1984.0,Illinois,76—Fluid mechanics,2
1984.0,Illinois,81—Quantum Theory,1
1984.0,Illinois,"82—Statistical mechanics, structure of matter",3
1984.0,Illinois,"91—Game theory, economics, social and behavioral sciences",11
1984.0,Illinois,92—Biology and other natural sciences,4
1984.0,Illinois,93—Systems theory; control,1
1984.0,Illinois,"94—Information and communication, circuits",2
1984.0,Illinois,97—Mathematics education,1
1984.0,Indiana,68—Computer science,1
1984.0,Indiana,97—Mathematics education,1
1984.0,Iowa,62—Statistics,4
1984.0,Iowa,68—Computer science,1
1984.0,Iowa,81—Quantum Theory,1
1984.0,Iowa,"90—Operations research, mathematical programming",2
1984.0,Iowa,"91—Game theory, economics, social and behavioral sciences",2
1984.0,Kansas,68—Computer science,1
1984.0,Kansas,"91—Game theory, economics, social and behavioral sciences",2
1984.0,Maryland,11—Number theory,2
1984.0,Maryland,"22—Topological groups, Lie groups",1
1984.0,Maryland,55—Algebraic topology,1
1984.0,Maryland,57—Manifolds and cell complexes,1
1984.0,Maryland,62—Statistics,2
1984.0,Maryland,68—Computer science,1
1984.0,Maryland,74—Mechanics of deformable solids,1
1984.0,Maryland,81—Quantum Theory,1
1984.0,Maryland,86—Geophysics,1
1984.0,Maryland,97—Mathematics education,1
1984.0,Massachusetts,03—Mathematical logic and foundations,1
1984.0,Massachusetts,43—Abstract harmonic analysis,1
1984.0,Massachusetts,57—Manifolds and cell complexes,1
1984.0,Massachusetts,"58—Global analysis, analysis on manifolds",1
1984.0,Massachusetts,60—Probability theory and stochastic processes,2
1984.0,Massachusetts,65—Numerical analysis,1
1984.0,Massachusetts,68—Computer science,9
1984.0,Massachusetts,76—Fluid mechanics,2
1984.0,Massachusetts,81—Quantum Theory,7
1984.0,Massachusetts,"82—Statistical mechanics, structure of matter",4
1984.0,Massachusetts,86—Geophysics,2
1984.0,Massachusetts,"90—Operations research, mathematical programming",1
1984.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",41
1984.0,Massachusetts,92—Biology and other natural sciences,3
1984.0,Massachusetts,93—Systems theory; control,4
1984.0,Massachusetts,"94—Information and communication, circuits",1
1984.0,Michigan,05—Combinatorics,1
1984.0,Michigan,37—Dynamical systems and ergodic theory,1
1984.0,Michigan,60—Probability theory and stochastic processes,1
1984.0,Michigan,62—Statistics,3
1984.0,Michigan,65—Numerical analysis,1
1984.0,Michigan,68—Computer science,4
1984.0,Michigan,"90—Operations research, mathematical programming",2
1984.0,Michigan,"91—Game theory, economics, social and behavioral sciences",1
1984.0,Michigan,97—Mathematics education,2
1984.0,Minnesota,62—Statistics,1
1984.0,Minnesota,68—Computer science,2
1984.0,Minnesota,85—Astronomy and astrophysics,1
1984.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",13
1984.0,Minnesota,93—Systems theory; control,1
1984.0,Missouri,74—Mechanics of deformable solids,1
1984.0,Missouri,"91—Game theory, economics, social and behavioral sciences",2
1984.0,Nebraska,"94—Information and communication, circuits",1
1984.0,New Hampshire,97—Mathematics education,1
1984.0,New Jersey,03—Mathematical logic and foundations,1
1984.0,New Jersey,11—Number theory,1
1984.0,New Jersey,32—Several complex variables and analytic spaces,1
1984.0,New Jersey,41—Approximations and expansions,1
1984.0,New Jersey,57—Manifolds and cell complexes,1
1984.0,New Jersey,62—Statistics,1
1984.0,New Jersey,68—Computer science,7
1984.0,New Jersey,81—Quantum Theory,2
1984.0,New Jersey,83—Relativity and gravitational theory,2
1984.0,New Jersey,86—Geophysics,2
1984.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",5
1984.0,New Jersey,93—Systems theory; control,2
1984.0,New Jersey,"94—Information and communication, circuits",4
1984.0,New Mexico,43—Abstract harmonic analysis,1
1984.0,New York,00—General,2
1984.0,New York,05—Combinatorics,1
1984.0,New York,11—Number theory,1
1984.0,New York,20—Group theory and generalizations,1
1984.0,New York,30—Functions of a complex variable,1
1984.0,New York,35—Partial differential equations,2
1984.0,New York,41—Approximations and expansions,1
1984.0,New York,43—Abstract harmonic analysis,1
1984.0,New York,45—Integral equations,1
1984.0,New York,46—Functional analysis,1
1984.0,New York,54—General topology,1
1984.0,New York,60—Probability theory and stochastic processes,1
1984.0,New York,62—Statistics,3
1984.0,New York,65—Numerical analysis,1
1984.0,New York,68—Computer science,12
1984.0,New York,76—Fluid mechanics,1
1984.0,New York,"78—Optics, electromagnetic theory",5
1984.0,New York,81—Quantum Theory,6
1984.0,New York,"82—Statistical mechanics, structure of matter",9
1984.0,New York,85—Astronomy and astrophysics,1
1984.0,New York,"90—Operations research, mathematical programming",2
1984.0,New York,"91—Game theory, economics, social and behavioral sciences",13
1984.0,New York,92—Biology and other natural sciences,1
1984.0,New York,"94—Information and communication, circuits",6
1984.0,North Carolina,13—Commutative rings and algebras,1
1984.0,North Carolina,62—Statistics,4
1984.0,North Carolina,68—Computer science,10
1984.0,North Carolina,"78—Optics, electromagnetic theory",1
1984.0,North Carolina,85—Astronomy and astrophysics,1
1984.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",8
1984.0,North Carolina,92—Biology and other natural sciences,1
1984.0,Ohio,68—Computer science,2
1984.0,Ohio,76—Fluid mechanics,1
1984.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
1984.0,Ohio,97—Mathematics education,1
1984.0,Oregon,97—Mathematics education,2
1984.0,Pennsylvania,00—General,1
1984.0,Pennsylvania,05—Combinatorics,1
1984.0,Pennsylvania,"06—Order, lattices, ordered algebraic structures",1
1984.0,Pennsylvania,20—Group theory and generalizations,2
1984.0,Pennsylvania,"40—Sequences, series, summability",1
1984.0,Pennsylvania,60—Probability theory and stochastic processes,2
1984.0,Pennsylvania,62—Statistics,2
1984.0,Pennsylvania,65—Numerical analysis,2
1984.0,Pennsylvania,68—Computer science,5
1984.0,Pennsylvania,"82—Statistical mechanics, structure of matter",1
1984.0,Pennsylvania,"90—Operations research, mathematical programming",4
1984.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",9
1984.0,Rhode Island,53—Differential geometry,1
1984.0,Rhode Island,60—Probability theory and stochastic processes,1
1984.0,Rhode Island,68—Computer science,2
1984.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",4
1984.0,South Carolina,03—Mathematical logic and foundations,1
1984.0,South Carolina,57—Manifolds and cell complexes,1
1984.0,South Carolina,"91—Game theory, economics, social and behavioral sciences",2
1984.0,Tennessee,68—Computer science,1
1984.0,Tennessee,"90—Operations research, mathematical programming",1
1984.0,Tennessee,97—Mathematics education,2
1984.0,Texas,62—Statistics,2
1984.0,Texas,68—Computer science,4
1984.0,Texas,83—Relativity and gravitational theory,1
1984.0,Texas,"90—Operations research, mathematical programming",1
1984.0,Texas,"91—Game theory, economics, social and behavioral sciences",4
1984.0,Texas,92—Biology and other natural sciences,1
1984.0,Texas,"94—Information and communication, circuits",1
1984.0,Utah,68—Computer science,1
1984.0,Virginia,16—Associative rings and algebras,1
1984.0,Virginia,55—Algebraic topology,1
1984.0,Virginia,62—Statistics,8
1984.0,Virginia,68—Computer science,1
1984.0,Virginia,76—Fluid mechanics,1
1984.0,Virginia,"82—Statistical mechanics, structure of matter",2
1984.0,Virginia,"91—Game theory, economics, social and behavioral sciences",1
1984.0,Virginia,"94—Information and communication, circuits",1
1984.0,Wisconsin,03—Mathematical logic and foundations,1
1984.0,Wisconsin,62—Statistics,1
1984.0,Wisconsin,68—Computer science,4
1984.0,Wisconsin,"82—Statistical mechanics, structure of matter",1
1984.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",21
1984.0,Wisconsin,97—Mathematics education,1
1985.0,Arizona,65—Numerical analysis,1
1985.0,Arizona,85—Astronomy and astrophysics,1
1985.0,Arkansas,20—Group theory and generalizations,1
1985.0,California,00—General,1
1985.0,California,03—Mathematical logic and foundations,1
1985.0,California,05—Combinatorics,1
1985.0,California,11—Number theory,1
1985.0,California,15—Linear and multilinear algebra; matrix theory,1
1985.0,California,26—Real functions,1
1985.0,California,32—Several complex variables and analytic spaces,1
1985.0,California,37—Dynamical systems and ergodic theory,1
1985.0,California,60—Probability theory and stochastic processes,3
1985.0,California,62—Statistics,11
1985.0,California,65—Numerical analysis,1
1985.0,California,68—Computer science,17
1985.0,California,70—Mechanics of particles and systems,1
1985.0,California,74—Mechanics of deformable solids,2
1985.0,California,76—Fluid mechanics,10
1985.0,California,"78—Optics, electromagnetic theory",1
1985.0,California,81—Quantum Theory,2
1985.0,California,"82—Statistical mechanics, structure of matter",3
1985.0,California,83—Relativity and gravitational theory,3
1985.0,California,85—Astronomy and astrophysics,4
1985.0,California,"90—Operations research, mathematical programming",3
1985.0,California,"91—Game theory, economics, social and behavioral sciences",19
1985.0,California,92—Biology and other natural sciences,3
1985.0,California,93—Systems theory; control,2
1985.0,California,"94—Information and communication, circuits",2
1985.0,Colorado,00—General,1
1985.0,Colorado,05—Combinatorics,1
1985.0,Colorado,60—Probability theory and stochastic processes,1
1985.0,Colorado,62—Statistics,1
1985.0,Colorado,68—Computer science,1
1985.0,Colorado,"78—Optics, electromagnetic theory",1
1985.0,Colorado,85—Astronomy and astrophysics,1
1985.0,Connecticut,03—Mathematical logic and foundations,3
1985.0,Connecticut,"22—Topological groups, Lie groups",2
1985.0,Connecticut,68—Computer science,3
1985.0,Connecticut,"90—Operations research, mathematical programming",1
1985.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",4
1985.0,Florida,34—Ordinary differential equations,1
1985.0,Florida,62—Statistics,4
1985.0,Florida,68—Computer science,2
1985.0,Florida,70—Mechanics of particles and systems,1
1985.0,Florida,76—Fluid mechanics,1
1985.0,Florida,"90—Operations research, mathematical programming",1
1985.0,Florida,"94—Information and communication, circuits",1
1985.0,Florida,97—Mathematics education,1
1985.0,Hawaii,"91—Game theory, economics, social and behavioral sciences",1
1985.0,Illinois,14—Algebraic geometry,1
1985.0,Illinois,"22—Topological groups, Lie groups",1
1985.0,Illinois,31—Potential theory,1
1985.0,Illinois,37—Dynamical systems and ergodic theory,1
1985.0,Illinois,45—Integral equations,1
1985.0,Illinois,62—Statistics,12
1985.0,Illinois,65—Numerical analysis,1
1985.0,Illinois,68—Computer science,6
1985.0,Illinois,74—Mechanics of deformable solids,7
1985.0,Illinois,81—Quantum Theory,1
1985.0,Illinois,"82—Statistical mechanics, structure of matter",3
1985.0,Illinois,"90—Operations research, mathematical programming",2
1985.0,Illinois,"91—Game theory, economics, social and behavioral sciences",13
1985.0,Illinois,92—Biology and other natural sciences,1
1985.0,Illinois,93—Systems theory; control,2
1985.0,Illinois,"94—Information and communication, circuits",3
1985.0,Indiana,47—Operator theory,1
1985.0,Indiana,53—Differential geometry,2
1985.0,Indiana,70—Mechanics of particles and systems,1
1985.0,Indiana,"91—Game theory, economics, social and behavioral sciences",1
1985.0,Indiana,97—Mathematics education,1
1985.0,Iowa,62—Statistics,4
1985.0,Iowa,"90—Operations research, mathematical programming",1
1985.0,Iowa,"91—Game theory, economics, social and behavioral sciences",2
1985.0,Iowa,92—Biology and other natural sciences,2
1985.0,Kansas,62—Statistics,1
1985.0,Kansas,"91—Game theory, economics, social and behavioral sciences",1
1985.0,Kansas,92—Biology and other natural sciences,1
1985.0,Kentucky,"40—Sequences, series, summability",1
1985.0,Kentucky,46—Functional analysis,1
1985.0,Kentucky,81—Quantum Theory,1
1985.0,Kentucky,"91—Game theory, economics, social and behavioral sciences",1
1985.0,Kentucky,97—Mathematics education,1
1985.0,Louisiana,11—Number theory,1
1985.0,Louisiana,85—Astronomy and astrophysics,1
1985.0,Maryland,00—General,1
1985.0,Maryland,11—Number theory,2
1985.0,Maryland,68—Computer science,4
1985.0,Maryland,74—Mechanics of deformable solids,1
1985.0,Maryland,76—Fluid mechanics,1
1985.0,Maryland,81—Quantum Theory,1
1985.0,Maryland,"91—Game theory, economics, social and behavioral sciences",1
1985.0,Maryland,92—Biology and other natural sciences,1
1985.0,Maryland,93—Systems theory; control,1
